"","Stop_ID","Stop_Name"
"4327",17877,"Tioga St & E St"
"4328",17878,"Ridge Av & Cecil B Moore Av"
"4329",17879,"Ridge Av & 24th St"
"4330",17880,"Ridge Av & 25th St - FS"
"4331",17881,"Tioga St & D St"
"4332",17882,"Ridge Av & 26th St - NS"
"4333",17883,"Ridge Av & Montgomery Av"
"4334",17884,"Tioga St  & C St - FS"
"4335",17885,"Ridge Av & Sedgley Av"
"4336",17887,"Ridge Av & 29th St"
"4337",17888,"Ridge Av & 30th St"
"4338",17889,"Tioga St & B St"
"4339",17890,"Ridge Av & 31st St"
"4340",17891,"Ridge Av & Susquehanna Av"
"4341",17892,"Ridge Av & 32nd St"
"4342",17893,"B St & Venango St"
"4343",17894,"B St & Erie Av"
"4344",17895,"Erie Av & D St"
"4345",17896,"Erie Av & F St"
"4346",17897,"G St & Erie Av - FS"
"4347",17898,"G St & Luzerne St"
"4348",17899,"G St & Lycoming St"
"4349",17900,"Hunting Park Av & H St"
"4350",17901,"Hunting Park Av & I St"
"4351",17902,"Hunting Park Av & J St"
"4352",17903,"Hunting Park Av & K St"
"4353",17904,"Hunting Park Av & L St"
"4354",17905,"M St & Hunting Park Av - FS"
"4355",17906,"M St & Bristol St"
"4356",17907,"M St & Cayuga St"
"4357",17908,"Torresdale Av & Sanger St"
"4358",17910,"Torresdale Av & Cheltenham Av"
"4359",17911,"Orthodox St & Large St"
"4360",17912,"Orthodox St & Horrocks St"
"4361",17914,"Torresdale Av & Comly St"
"4362",17915,"Torresdale Av & Benner St"
"4363",17916,"Torresdale Av & Deveraux Av"
"4364",17917,"Torresdale Av & Robbins Av"
"4365",17918,"Torresdale Av & Levick St"
"4366",17919,"Torresdale Av & Hellerman St"
"4367",17920,"Torresdale Av & Magee Av"
"4368",17921,"10th St & Champlost St"
"4369",17922,"Torresdale Av & Unruh Av"
"4370",17923,"10th St & Spencer St"
"4371",17924,"Torresdale Av & Knorr St"
"4372",17925,"10th St & Godfrey Av"
"4373",17926,"Godfrey Av & 7th St"
"4374",17927,"Torresdale Av & Longshore Av"
"4375",17928,"Godfrey Av & 6th St"
"4376",17929,"Torresdale Av & Disston St"
"4377",17930,"Godfrey Av & 4th St"
"4378",17931,"Godfrey Av & 3rd St"
"4379",17932,"2nd St & Godfrey Av - FS"
"4380",17933,"Torresdale Av & Tyson Av"
"4381",17934,"Torresdale Av & Princeton Av"
"4382",17935,"Torresdale Av & Wellington St"
"4383",17936,"2nd St & Chelten Av"
"4384",17937,"2nd St & 64th Av - FS"
"4385",17938,"2nd St & 65th Av"
"4386",17939,"2nd St & 66th Av"
"4387",17940,"Cheltenham Av & Mascher St - FS"
"4388",17941,"Cheltenham Av & Covington Rd"
"4389",17942,"Cheltenham Av & 7 Oaks Dr"
"4390",17943,"Cheltenham Av & Pine Ridge Rd"
"4391",17944,"Cheltenham Av & Crescentville Rd"
"4392",17945,"Torresdale Av & Princeton Av"
"4393",17946,"Torresdale Av & Tyson Av"
"4394",17947,"Torresdale Av & Disston St"
"4395",17948,"Torresdale Av & Longshore Av"
"4396",17949,"Crescentville Rd & Walnut Park Dr"
"4397",17951,"Torresdale Av & Knorr St"
"4398",17952,"Champlost St & A St"
"4399",17953,"Torresdale Av & Unruh Av"
"4400",17954,"Front St & Champlost St - FS"
"4401",17955,"Front St & Nedro Av"
"4402",17956,"Front St & Grange St"
"4403",17957,"Torresdale Av & Magee Av"
"4404",17958,"Front St & Chew St"
"4405",17959,"Torresdale Av & Hellerman St"
"4406",17960,"Rising Sun Av & Clarkson Av"
"4407",17961,"Rising Sun Av & Somerville Av"
"4408",17962,"Rising Sun Av & Tabor Rd"
"4409",17963,"Rising Sun Av & Wellens Av"
"4410",17964,"Rising Sun Av & Duncannon Av"
"4411",17965,"Rising Sun Av & Ruscomb St"
"4412",17966,"Rising Sun Av & Roosevelt Blvd"
"4413",17967,"Rising Sun Av & Rockland St"
"4414",17968,"Rising Sun Av & Loudon St"
"4415",17969,"Rising Sun Av & Saber St"
"4416",17970,"Wingohocking St & Rising Sun Av - FS"
"4417",17971,"Torresdale Av & Levick St"
"4418",17972,"Torresdale Av & Robbins Av"
"4419",17973,"Torresdale Av & Deveraux Av"
"4420",17974,"Torresdale Av & Benner St"
"4421",17975,"Torresdale Av & Comly St"
"4422",17976,"Torresdale Av & Howell St"
"4423",17978,"Torresdale Av & Church St"
"4424",17979,"Torresdale Av & Van Kirk St"
"4425",17980,"Torresdale Av & Cheltenham Av"
"4426",17981,"Torresdale Av & Sanger St"
"4427",17982,"Torresdale Av & Pratt St"
"4428",17983,"Gravers Ln & Stenton Av"
"4429",17984,"Torresdale Av & Wakeling St"
"4430",17985,"Stenton Av & Cresheim Valley Dr"
"4431",17987,"Torresdale Av & Orthodox St"
"4432",17988,"Stenton Av & Abington Av"
"4433",17989,"Torresdale Av & Gillingham St"
"4434",17990,"Torresdale Av & Kinsey St"
"4435",17992,"Stenton Av & Willow Grove Av - FS"
"4436",17993,"Torresdale Av & Ruan St"
"4437",17994,"Torresdale Av & Womrath St"
"4438",17995,"Torresdale Av & Adams Av"
"4439",17996,"Torresdale Av & Paul St - FS"
"4440",17997,"Torresdale Av & Frankford Av"
"4441",17998,"Ridge Av & 33rd St"
"4442",17999,"Ridge Av & York St - FS"
"4443",18000,"Ridge Av & Cumberland St"
"4444",18001,"Ridge Av & Huntingdon St"
"4445",18003,"Ridge Av & 35th St"
"4446",18006,"Erie Av & Castor Av"
"4447",18008,"Ridge Av & Scotts Ln - MBFS"
"4448",18012,"Erie Av & M St"
"4449",18013,"Ridge Av & Calumet St"
"4450",18014,"Ridge Av & Merrick Rd"
"4451",18016,"Erie Av & L St"
"4452",18017,"Ridge Av & I-76 Ramp FJ"
"4453",18018,"Erie Av & K St"
"4454",18020,"Erie Av & I St"
"4455",18023,"Stenton Av & Mermaid Ln"
"4456",18024,"Umbria St & Parker St"
"4457",18025,"Stenton Av & Ivy Hill Rd"
"4458",18026,"Stenton Av & Roumfort Rd"
"4459",18027,"Umbria St & Paoli Av"
"4460",18028,"Umbria St & Paoli Av - MBFS"
"4461",18029,"Stenton Av & Gowen Av"
"4462",18030,"Domino Ln & Umbria St - MBFS"
"4463",18031,"Domino Ln & Fowler St"
"4464",18032,"Domino Ln & Fowler St - MBFS"
"4465",18036,"Erie Av & Whitaker Av"
"4466",18045,"Ridge Av & Hermitage St"
"4467",18051,"Wingohocking St & Front St"
"4468",18052,"Front St & Wingohocking St - MBFS"
"4469",18053,"Front St & Hunting Park Av"
"4470",18054,"Front St & Luzerne St"
"4471",18055,"Erie Av & 2nd St"
"4472",18056,"2nd St & Glenwood Av"
"4473",18057,"2nd St & Tioga St"
"4474",18058,"2nd St & Ontario St"
"4475",18059,"2nd St & Westmoreland St"
"4476",18060,"2nd St & Allegheny Av"
"4477",18061,"2nd St & Clearfield St - FS"
"4478",18062,"2nd St & Indiana Av"
"4479",18063,"2nd St & Cambria St"
"4480",18064,"2nd St & Somerset St"
"4481",18065,"2nd St & Lehigh Av"
"4482",18066,"American St & Huntingdon St"
"4483",18067,"Orthodox St & Oakland St"
"4484",18068,"Orthodox St & Leiper St"
"4485",18069,"Orthodox St & Penn St"
"4486",18070,"Penn St & Overington St"
"4487",18071,"Penn St & Arrott St"
"4488",18072,"Penn St & Foulkrod St"
"4489",18074,"American St & Dauphin St"
"4490",18075,"American St & Susquehanna Av"
"4491",18076,"American St & Diamond St"
"4492",18077,"American St & Norris St"
"4493",18078,"American St & Berks St"
"4494",18079,"American St & Cecil B Moore Av"
"4495",18080,"American St & Oxford Av"
"4496",18081,"American St & Jefferson St"
"4497",18082,"American St & Master St"
"4498",18083,"American St & Thompson St"
"4499",18085,"4th St & George St"
"4500",18086,"4th St & Poplar St"
"4501",18087,"4th St & Brown St"
"4502",18088,"4th St & Fairmount Av"
"4503",18089,"4th St & Spring Garden St"
"4504",18090,"4th St & Callowhill St"
"4505",18091,"4th St & Vine St"
"4506",18092,"4th St & Race St"
"4507",18093,"4th St & Arch St"
"4508",18094,"4th St & Chestnut St"
"4509",18095,"4th St & Walnut St"
"4510",18096,"Torresdale Av & Margaret St"
"4511",18098,"4th St & Locust St"
"4512",18099,"4th St & Spruce St"
"4513",18100,"4th St & Pine St"
"4514",18101,"4th St & Lombard St"
"4515",18102,"4th St & South St"
"4516",18103,"4th St & Bainbridge St"
"4517",18104,"4th St & Fitzwater St"
"4518",18105,"4th St & Catharine St"
"4519",18106,"Torresdale Av & Simon St"
"4520",18108,"Torresdale Av & Harbison Av"
"4521",18114,"4th St & Queen St"
"4522",18115,"4th St & Christian St"
"4523",18116,"4th St & Carpenter Way - FS"
"4524",18119,"Moyamensing Av & Federal St"
"4525",18120,"Moyamensing Av & Wharton St"
"4526",18121,"Moyamensing Av & Reed St"
"4527",18122,"Moyamensing Av & Dickinson St"
"4528",18123,"Moyamensing Av & Tasker St"
"4529",18124,"Moyamensing Av & Morris St"
"4530",18125,"Moyamensing Av & Moore St"
"4531",18126,"Moyamensing Av & Mifflin St"
"4532",18127,"Moyamensing Av & McKean St"
"4533",18128,"Moyamensing Av & Snyder Av"
"4534",18129,"4th St & Jackson St"
"4535",18130,"4th St & Wolf St"
"4536",18131,"4th St & Ritner St"
"4537",18132,"4th St & Porter St"
"4538",18133,"4th St & Shunk St"
"4539",18134,"Erie Av & J St"
"4540",18136,"Oregon Av & 3rd St"
"4541",18137,"Oregon Av & 2nd St"
"4542",18138,"Oregon Av & Front St"
"4543",18139,"Oregon Av & Swanson St - FS"
"4544",18140,"Oregon Av & Vandalia St - MBFS"
"4545",18141,"Oregon Av & Weccacoe Av - MBNS"
"4546",18142,"Oregon Av & Columbus Blvd"
"4547",18143,"Erie Av & G St"
"4548",18144,"Erie Av & F St - MBFS"
"4549",18146,"Erie Av & A St"
"4550",18148,"Erie Av & 3rd St - FS"
"4551",18149,"Erie Av & 5th St"
"4552",18150,"Erie Av & 6th St"
"4553",18151,"Erie Av & Rising Sun Av"
"4554",18152,"Erie Av & 8th St"
"4555",18153,"Erie Av & 9th St"
"4556",18154,"Erie Av & Old York Rd"
"4557",18161,"Erie Av & 21st St"
"4558",18162,"Erie Av & 20th St"
"4559",18163,"Erie Av & 19th St"
"4560",18164,"Erie Av & 18th St"
"4561",18165,"Erie Av & 17th St"
"4562",18166,"16th St & Erie Av - FS"
"4563",18167,"16th St & Butler St"
"4564",18168,"Butler St & Germantown Av"
"4565",18169,"Andrews Av & 74th Av"
"4566",18170,"74th Av & 20th St"
"4567",18171,"74th Av & Walnut Ln"
"4568",18172,"74th Av & Briar Rd"
"4569",18173,"74th Av & Ogontz Av"
"4570",18174,"Washington Ln & Limeklin Pk"
"4571",18175,"Washington Ln & Thouron St"
"4572",18176,"Washington Ln & Woolston Av"
"4573",18177,"Washington Ln & Lowber Av"
"4574",18178,"Washington Ln & Rodney St"
"4575",18179,"Washington Ln & Mansfield Av"
"4576",18180,"Washington Ln & Crittenden St"
"4577",18181,"Washington Ln & Anderson St"
"4578",18182,"Washington Ln & Ardleigh St"
"4579",18183,"Washington Ln & Chew -MBNS"
"4580",18184,"Washington Ln & Musgrave St"
"4581",18185,"Washington Ln & Homer St"
"4582",18186,"Washington Ln & Morton St"
"4583",18187,"Morton St & Tulpehocken St"
"4584",18188,"Erie Av & 9th St"
"4585",18189,"Morton St & Walnut Ln"
"4586",18190,"Walnut Ln & Baynton St"
"4587",18191,"Walnut Ln & Germantown Av"
"4588",18192,"Walnut Ln & McCallum St"
"4589",18193,"Erie Av & 8th St"
"4590",18194,"Erie Av & 6th St"
"4591",18195,"Erie Av & 5th St"
"4592",18196,"Erie Av & 3rd St"
"4593",18197,"Erie Av & Front St - MBFS"
"4594",18198,"Erie Av & B St"
"4595",18201,"Erie Av & G St"
"4596",18202,"Erie Av & I St - MBNS"
"4597",18203,"Erie Av & J St"
"4598",18204,"Erie Av & K St"
"4599",18205,"Erie Av & L St"
"4600",18206,"Erie Av & M St"
"4601",18207,"Torresdale Av & Harbison St"
"4602",18208,"Erie Av & 15th St"
"4603",18210,"Torresdale Av & Van Kirk St"
"4604",18211,"Erie Av & 16th St"
"4605",18212,"Erie Av & 17th St"
"4606",18213,"Erie Av & 18th St"
"4607",18214,"Erie Av & 19th St"
"4608",18215,"Erie Av & 20th St"
"4609",18216,"Erie Av & 21st St"
"4610",18217,"Erie Av & 22nd St"
"4611",18218,"Hunting Park Av & Wissahickon Av"
"4612",18219,"Wissahickon Av & Abbottsford Av - FS"
"4613",18220,"Wissahickon Av & Clapier St - FS"
"4614",18221,"Wissahickon Av & Manheim St"
"4615",18222,"Manheim St & Schuyler St"
"4616",18223,"Manheim St & Erringer Pl"
"4617",18224,"Manheim St & Morris St"
"4618",18225,"Manheim St & Pulaski Av"
"4619",18226,"Manheim St & Wayne Av"
"4620",18227,"Manheim St & Knox St"
"4621",18228,"Manheim St & Greene St"
"4622",18229,"Greene St & Hansberry St"
"4623",18230,"Greene St & Queen Ln"
"4624",18231,"Greene St & Penn St"
"4625",18232,"Greene St & Coulter St"
"4626",18233,"Greene St & School House Ln"
"4627",18234,"Greene St & Maplewood Av Armat St"
"4628",18235,"Greene St & Rittenhouse St"
"4629",18236,"Greene St & Harvey St"
"4630",18237,"Greene St & Walnut Ln"
"4631",18241,"Walnut La & McCallum St"
"4632",18243,"Walnut Ln & Baynton St"
"4633",18244,"Walnut Ln & Morton St"
"4634",18245,"Morton St & Tulpehocken St"
"4635",18246,"Morton St & Washington Ln"
"4636",18247,"Washington Ln & Homer St"
"4637",18248,"Washington Ln & Musgrave St"
"4638",18249,"Washington Ln & Chew - MBFS"
"4639",18250,"Washington Ln & Ardleigh St"
"4640",18251,"Washington Ln & Anderson St"
"4641",18252,"Washington Ln & Crittenden St"
"4642",18253,"Washington Ln & Mansfield Av"
"4643",18254,"Washington Ln & Rodney St"
"4644",18255,"Washington Ln & Lowber Av"
"4645",18256,"Washington Ln & Thouron Av"
"4646",18257,"Washington Ln & Limekiln Pk"
"4647",18258,"74th Av & Ogontz Av"
"4648",18259,"74th Av & Briar Rd"
"4649",18260,"74th Av & Walnut Ln"
"4650",18261,"74th Av & 20th St"
"4651",18262,"74th Av & Andrews Av"
"4652",18264,"Cheltenham Av & 78th St"
"4653",18267,"Greene St & Tulpehocken St"
"4654",18268,"Greene St & Washington Ln"
"4655",18269,"Greene St & Duval St"
"4656",18270,"Greene St & Johnson St"
"4657",18271,"Johnson St & Wayne Av"
"4658",18272,"Hunting Park Av & Stokely St"
"4659",18273,"Broad St & Washington Av"
"4660",18275,"Wayne Av & Lincoln Dr"
"4661",18276,"Lincoln Dr & Hortter St"
"4662",18277,"Lincoln Dr & Greene St"
"4663",18278,"McCallum St & Lincoln Dr - FS"
"4664",18279,"McCallum St & Westveiw Av"
"4665",18280,"McCallum St & Carpenter Ln"
"4666",18281,"McCallum St & Sedgwick St"
"4667",18282,"McCallum St & Ellett St"
"4668",18283,"McCallum St & Glen Echo Rd"
"4669",18284,"McCallum St & Mt Pleasant Av"
"4670",18285,"Mt Pleasant Av & Cherokee St"
"4671",18286,"Mt Pleasant Av & Emlen St"
"4672",18287,"Torresdale Av & Church St"
"4673",18288,"Mt Pleasant Av & Lincoln Dr"
"4674",18289,"Mt Pleasant Av & Cresheim Rd"
"4675",18290,"Mt Pleasant Av & Mower St"
"4676",18291,"Mt Pleasant Av & Bryan St"
"4677",18292,"Mt Pleasant Av & Chew Av"
"4678",18293,"Mt Pleasant Av & Boyer St"
"4679",18294,"Mt Pleasant Av & Sprague St"
"4680",18295,"Mt Pleasant Av & Ardleigh St"
"4681",18296,"Mt Pleasant Av & Anderson St"
"4682",18297,"Mt Pleasant Av & Crittenden St"
"4683",18298,"Mt Pleasant Av & Stenton Av"
"4684",18300,"Mt Airy Av & Mansfield Av"
"4685",18301,"Mt Airy Av & Rodney St"
"4686",18302,"Easton Rd & Lowber Av"
"4687",18304,"Main St & Barbadoes St"
"4688",18305,"Easton Rd & Woolston Av"
"4689",18306,"Easton Rd & Thouron St"
"4690",18307,"Main St & Markley St"
"4691",18308,"Marshall St & Astor St"
"4692",18309,"Wadsworth Av & Williams Av"
"4693",18310,"Wadsworth Av & Michner Av"
"4694",18311,"Wadsworth Av & Pickering Av"
"4695",18312,"Wadsworth Av & Cheltenham Av"
"4696",18315,"Jefferson Av & Eisenhower - FS"
"4697",18316,"Cheltenham Av & Vernon Rd"
"4698",18318,"Jefferson Av & Monroe Blvd"
"4699",18319,"Cheltenham Av & Greenwood Av"
"4700",18321,"Hunting Park Av & Fox St"
"4701",18322,"Cheltenham Av & Limekiln Pk"
"4702",18323,"Trooper Rd & Parkview Dr - FS"
"4703",18326,"Blvd of Generals & Trooper Rd - MBFS"
"4704",18327,"Blvd of Generals & General Washington Av"
"4705",18331,"Hunting Pk Av & Westmoreland St - MBFS"
"4706",18332,"Egypt Rd & Willowbrook Dr - FS"
"4707",18333,"Egypt Rd & Port Indian Rd"
"4708",18334,"Egypt Rd & School Ln - FS"
"4709",18335,"Egypt Rd & Varnum Rd"
"4710",18337,"Schuylkill Av & Main St - FS"
"4711",18338,"Schuylkill Av & Marshall St"
"4712",18339,"Marshall St & Whitehall Rd"
"4713",18340,"Marshall St & Prospect Av"
"4714",18341,"Marshall St & Jefferson Village Dr"
"4715",18342,"Marshall St & Montgomery Av"
"4716",18343,"Marshall St & Forrest Av"
"4717",18344,"Marshall St & Selma St"
"4718",18348,"Marshall St & Haws Av"
"4719",18349,"Marshall St & George St"
"4720",18350,"Marshall St & Astor St"
"4721",18351,"Marshall St & Markley St"
"4722",18352,"Marshall St & Barbadoes St"
"4723",18353,"Marshall St & Cherry St"
"4724",18358,"Marshall St & George St"
"4725",18359,"Marshall St & Haws Av"
"4726",18364,"Marshall St & Forrest Av"
"4727",18365,"Marshall St & Montgomery Av"
"4728",18366,"Marshall St & Jefferson Village Dr - FS"
"4729",18367,"Marshall St & Prospect Av"
"4730",18368,"Marshall St & Whitehall Rd"
"4731",18370,"Marshall St & Liberty Av"
"4732",18373,"Egypt Rd & Varnum Rd"
"4733",18374,"Egypt Rd & School Ln - FS"
"4734",18375,"Egypt Rd & Mill Rd"
"4735",18376,"Egypt Rd & Willowbrook Dr"
"4736",18377,"Trooper Rd & Forge Av - FS"
"4737",18378,"Jefferson Av & Eisenhower Rd - MBFS"
"4738",18379,"Monroe Blvd & Adams - MBNS"
"4739",18380,"Domino Ln & Ridge Av - FS"
"4740",18381,"Domino Ln & Fowler St - MBNS"
"4741",18382,"Domino Ln & Fowler St"
"4742",18383,"Domino Ln & Fowler St - MBFS"
"4743",18385,"Umbria St & Domino St - MBFS"
"4744",18386,"Umbria St & Paoli Av"
"4745",18387,"Umbria St & Parker Av"
"4746",18388,"Umbria St & Lemonte St"
"4747",18389,"Umbria St & Fountain St"
"4748",18390,"Umbria St & Hermitage St"
"4749",18391,"Umbria St & Leverington Av"
"4750",18393,"Main St & Green Ln - FS"
"4751",18394,"Ridge Av & I-76 Ramp FJ - FS"
"4752",18395,"Ridge Av & School House Ln"
"4753",18396,"Ridge Av & Merrick Rd"
"4754",18397,"Ridge Av & Calumet St"
"4755",18400,"Ridge Av & Ferry Rd"
"4756",18402,"Ridge Av & Indiana Av"
"4757",18403,"Ridge Av & Clearfield St"
"4758",18405,"Ridge Av & Hunting Park Av"
"4759",18406,"Ridge Av & Huntingdon St"
"4760",18407,"Ridge Av & Cumberland St"
"4761",18409,"Ridge Av & 32nd St"
"4762",18410,"Ridge Av & Susquehanna Av"
"4763",18411,"Ridge Av & 31st St"
"4764",18412,"Ridge Av & Diamond St"
"4765",18413,"Ridge Av & 29th St"
"4766",18414,"Ridge Av & Sedgley Av"
"4767",18415,"Ridge Av & Glenwood Av"
"4768",18416,"Ridge Av & 27th St"
"4769",18417,"Ridge Av & 26th St"
"4770",18418,"Ridge Av & 25th St"
"4771",18419,"Ridge Av & 24th St"
"4772",18420,"Ridge Av & Cecil B Moore Av"
"4773",18421,"Ridge Av & 22nd St"
"4774",18426,"Ridge Av & 19th St"
"4775",18428,"Ridge Av & Poplar St"
"4776",18429,"Ridge Av & Wylie St"
"4777",18430,"Ridge Av & Francis St"
"4778",18431,"Ridge Av & 16th St"
"4779",18432,"Ridge Av & 15th St"
"4780",18433,"Ridge Av & Broad St"
"4781",18434,"Ridge Av & Wallace St"
"4782",18435,"Ridge Av & 13th St"
"4783",18436,"Ridge Av & 12th St"
"4784",18437,"Spring Garden St & 11th St"
"4785",18438,"Spring Garden St & 9th St"
"4786",18439,"Spring Garden St & 8th St - FS"
"4787",18441,"8th St & Callowhill St"
"4788",18442,"8th St & Race St"
"4789",18447,"Market St & 21st St - FS"
"4790",18448,"Market St & 20th St"
"4791",18451,"Market St & 16th St"
"4792",18457,"Market St & 8th St - MBNS"
"4793",18463,"Stenton Av & Mt Pleasant Av"
"4794",18464,"Stenton Av & Sedgwick St"
"4795",18466,"Stenton Av & Dorset St - FS"
"4796",18468,"Stenton Av & Cardeza St"
"4797",18470,"Stenton Av & Tulpehocken St"
"4798",18471,"Stenton Av & Beverly Rd"
"4799",18472,"Stenton Av & Walnut Ln"
"4800",18473,"Stenton Av & Haines St"
"4801",18474,"Stenton Av & Rittenhouse St"
"4802",18475,"Wister St & 65th Av"
"4803",18476,"Wister St & Medary Av"
"4804",18477,"Wister St & Godfrey Av"
"4805",18478,"Wister St & Spencer St - FS"
"4806",18479,"Wister St & Church Ln"
"4807",18480,"Nedro Av & Wister St - FS"
"4808",18481,"Nedro Av & 21st St"
"4809",18482,"Nedro Av & Kemble Av"
"4810",18483,"Nedro Av & 19th St"
"4811",18484,"Nedro Av & Ogontz Av"
"4812",18485,"Nedro Av & 17th St"
"4813",18486,"Nedro Av & 16th St"
"4814",18487,"Nedro Av & 15th St"
"4815",18488,"Nedro Av & Old York Rd"
"4816",18491,"7th St & Shunk St"
"4817",18492,"7th St & Porter St"
"4818",18493,"7th St & Ritner St"
"4819",18494,"7th St & Wolf St"
"4820",18495,"7th St & Jackson St"
"4821",18496,"7th St & McKean St"
"4822",18497,"7th St & Mifflin St"
"4823",18498,"7th St & Moore St"
"4824",18499,"7th St & Morris St"
"4825",18500,"7th St & Tasker St"
"4826",18501,"7th St & Dickinson St"
"4827",18502,"7th St & Reed St"
"4828",18503,"7th St & Wharton St"
"4829",18504,"7th St & Federal St"
"4830",18505,"7th St & Carpenter St"
"4831",18506,"7th St & Christian St"
"4832",18508,"7th St & Fitzwater St"
"4833",18509,"7th St & Bainbridge St"
"4834",18510,"7th St & South St"
"4835",18511,"7th St & Lombard St"
"4836",18512,"7th St & Pine St"
"4837",18513,"7th St & Spruce St"
"4838",18514,"Washington Sq & Locust St"
"4839",18515,"7th St & Walnut St"
"4840",18516,"7th St & Chestnut St"
"4841",18517,"7th St & Arch St"
"4842",18518,"7th St & Race St - FS"
"4843",18519,"7th St & Vine St"
"4844",18520,"7th St & Willow St"
"4845",18521,"7th St & Green St"
"4846",18522,"7th St & Fairmount Av"
"4847",18523,"7th St & Brown St - MBFS"
"4848",18524,"7th St & Poplar St - MBFS"
"4849",18525,"7th St & Thompson St"
"4850",18526,"7th St & Master St"
"4851",18527,"7th St & Jefferson St"
"4852",18528,"7th St & Oxford St"
"4853",18529,"7th St & Cecil B Moore Av - FS"
"4854",18530,"7th St & Montgomery Av"
"4855",18531,"7th St & Berks St"
"4856",18532,"7th St & Norris St"
"4857",18533,"7th St & Diamond St"
"4858",18534,"7th St & Dauphin St"
"4859",18537,"5th St & York St"
"4860",18539,"5th St & Huntingdon St"
"4861",18540,"5th St & Lehigh Av"
"4862",18541,"5th St & Somerset St"
"4863",18542,"5th St & Cambria St"
"4864",18543,"5th St & Indiana St"
"4865",18544,"5th St & Clearfield St"
"4866",18545,"5th St & Westmoreland St"
"4867",18546,"5th St & Ontario St"
"4868",18547,"5th St & Sedgley Av"
"4869",18548,"Willow Grove Av & Germantown Av"
"4870",18549,"5th St & Venango St"
"4871",18550,"5th St & Butler St"
"4872",18552,"5th St & Luzerne St - FS"
"4873",18553,"5th St & Lycoming St"
"4874",18555,"5th St & Hunting Park Av"
"4875",18556,"5th St & Bristol St"
"4876",18557,"5th St & Cayuga St"
"4877",18558,"5th St & Wingohocking St"
"4878",18559,"5th St & Annsbury St"
"4879",18562,"5th St & Roosevelt Blvd - FS"
"4880",18563,"5th St & Rockland St"
"4881",18564,"5th St & Ruscomb St"
"4882",18565,"5th St & Lindley Av"
"4883",18566,"5th St & Duncannon Av"
"4884",18567,"5th St & Fisher Av"
"4885",18568,"5th St & Somerville Av"
"4886",18569,"5th St & Tabor Rd"
"4887",18570,"5th St & Olney Av"
"4888",18571,"5th St & Chew Av"
"4889",18572,"5th St & Nedro Av"
"4890",18573,"5th St & Champlost Av"
"4891",18574,"5th St & Spencer St"
"4892",18577,"Oregon Av & 7th St"
"4893",18578,"Oregon Av & 6th St"
"4894",18582,"Germantown Av & Johnson St"
"4895",18583,"Jacksonville Rd & Walmart - onsite"
"4896",18584,"Potter St & Jacksonville Rd - FS Charter Arms Apts"
"4897",18585,"Potter St & Downey St"
"4898",18586,"Lyceum Av & Manayunk Av"
"4899",18589,"Bristol St & Old York Rd"
"4900",18590,"Old York Rd & Hunting Park Av"
"4901",18591,"Old York Rd & Lycoming St"
"4902",18592,"Luzerne St & 10th St"
"4903",18593,"Lycoming St & Old York Rd"
"4904",18594,"Old York Rd & Hunting Park Av"
"4905",18595,"Old York Rd & Township Line Rd- MBN"
"4906",18596,"American St & Lehigh Av"
"4907",18639,"West Chester Pk & Brief Av"
"4908",18640,"West Chester Pk & College Av"
"4909",18641,"West Chester Pk & Golf Rd"
"4910",18642,"West Chester Pk & Ardsley Rd - FS"
"4911",18643,"West Chester Pk & Kenmore Rd"
"4912",18644,"West Chester Pk & Pennock Av - FS"
"4913",18646,"West Chester Pk & S Lynn Blvd - MBFS"
"4914",18647,"West Chester Pk & Cloverdale Rd"
"4915",18648,"West Chester Pk & Linden Av"
"4916",18649,"West Chester Pk & Brighton Av - FS"
"4917",18650,"West Chester Pk & Township Line Rd - FS"
"4918",18651,"West Chester Pk & Saint Laurence Rd"
"4919",18652,"West Chester Pk & Vernon Rd - MBNS"
"4920",18653,"West Chester Pk & Gilmore Rd - FS"
"4921",18654,"West Chester Pk & Westwood Ln - FS"
"4922",18655,"West Chester Pk & Sycamore Rd"
"4923",18656,"West Chester Pk & Manoa Rd - FS"
"4924",18657,"West Chester Pk & Washington Av - FS"
"4925",18659,"West Chester Pk & Glendale Rd - FS"
"4926",18660,"West Chester Pk & Stanton Rd"
"4927",18661,"West Chester Pk & Glen Gary Dr"
"4928",18662,"West Chester Pk & Robinson Av"
"4929",18663,"West Chester Pk & Old W Chester Pk"
"4930",18664,"West Chester Pk & New Ardmore Av - FS"
"4931",18665,"West Chester Pk & Raymond Rd - FS"
"4932",18666,"West Chester Pk & Edgewood Rd - FS"
"4933",18667,"West Chester Pk & Church Rd"
"4934",18668,"West Chester Pk & Malin Rd - FS"
"4935",18669,"West Chester Pk & E Garden Rd - FS"
"4936",18670,"West Chester Pk & James Rd"
"4937",18671,"West Chester Pk & Ann Rd"
"4938",18672,"West Chester Pk & Barren Rd"
"4939",18673,"West Chester Pk & Radnor Dr"
"4940",18674,"West Chester Pk & Valley View Ln"
"4941",18675,"West Chester Pk & Dunwoody Village Rd"
"4942",18676,"West Chester Pk & Bryn Mawr Av - FS"
"4943",18677,"West Chester Pk & Clover Ln - FS"
"4944",18678,"West Chester Pk & Saint Albans - MBNS"
"4945",18679,"West Chester Pk & Clyde Ln"
"4946",18681,"West Chester Pk & Medical Dr - MBFS"
"4947",18684,"West Chester Pk & Boot Rd - MBFS"
"4948",18685,"West Chester Pk & Campus Blvd - MBNS"
